venue_name,street_hint,title,description,weekday,start_time,end_time,price,currency,restrictions,category,confidence,source_snippet,source_url,scrape_allowed
Church's Chicken,3217 Eastway Drive,Special,,,,,,,,,low,Toggle Header MenuMENUDEALSREWARDS,https://locations.churchs.com/nc/charlotte/3217-eastway-drive,true
Church's Chicken,3217 Eastway Drive,Special,,,,,,,,,low,MENUDEALSReal Rewards™,https://locations.churchs.com/nc/charlotte/3217-eastway-drive,true
Church's Chicken,3217 Eastway Drive,Special,,,,,,,,,low,About Uswork with usdeals & rewardshow can we help?JOIN NOW,https://locations.churchs.com/nc/charlotte/3217-eastway-drive,true
Church's Chicken,3217 Eastway Drive,Special,,,,,,,,,low,About Uswork with usdeals & rewardshow can we help?,https://locations.churchs.com/nc/charlotte/3217-eastway-drive,true
Church's Chicken,3443 Wilkinson Boulevard,Special,,,,,,,,,low,Toggle Header MenuMENUDEALSREWARDS,https://locations.churchs.com/nc/charlotte/3443-wilkinson-boulevard,true
Church's Chicken,3443 Wilkinson Boulevard,Special,,,,,,,,,low,MENUDEALSReal Rewards™,https://locations.churchs.com/nc/charlotte/3443-wilkinson-boulevard,true
Church's Chicken,3443 Wilkinson Boulevard,Special,,,,,,,,,low,About Uswork with usdeals & rewardshow can we help?JOIN NOW,https://locations.churchs.com/nc/charlotte/3443-wilkinson-boulevard,true
Church's Chicken,3443 Wilkinson Boulevard,Special,,,,,,,,,low,About Uswork with usdeals & rewardshow can we help?,https://locations.churchs.com/nc/charlotte/3443-wilkinson-boulevard,true
Circle K / Wendy's,11640 Providence Road,Special,,Tuesday,03:00,02:00,5,USD,,tacos;burgers;bbq,medium,"Wendy's Providence in Charlotte, NC Opens At 6:30 AM Opens At 6:30 AM Opens At 6:30 AM Opens At 6:30 AM Opens At 6:30 AM Opens At 6:30 AM Opens At 6:30 AMVisit Us Today!Get DirectionsContact11640 Providence Road Charlotte, NC 28277 USMain N",https://locations.wendys.com/united-states/nc/charlotte/11640-providence-road,true
Circle K / Wendy's,11640 Providence Road,Special,,,03:00,02:00,,,,,low,"Contact11640 Providence Road Charlotte, NC 28277 USMain Number(704) 579-0181(704) 579-0181Order NowAt This Location:BreakfastCoca-Cola FreestyleMobile OrderingMobile PaymentWi-FiOpen LateOpen LateOpen LateOpen LateOpen LateOpen LateOpen Lat",https://locations.wendys.com/united-states/nc/charlotte/11640-providence-road,true
Circle K / Wendy's,11640 Providence Road,Special,,,03:00,02:00,,,,,low,"Contact11640 Providence Road Charlotte, NC 28277 USMain Number(704) 579-0181(704) 579-0181Order NowAt This Location:BreakfastCoca-Cola FreestyleMobile OrderingMobile PaymentWi-FiOpen LateOpen LateOpen LateOpen LateOpen LateOpen LateOpen Lat",https://locations.wendys.com/united-states/nc/charlotte/11640-providence-road,true
Circle K / Wendy's,11640 Providence Road,Special,,,03:00,02:00,,,,,low,Restaurant HoursDay of the WeekHoursMonday6:30 AM - 2:00 AMTuesday6:30 AM - 2:00 AMWednesday6:30 AM - 2:00 AMThursday6:30 AM - 2:00 AMFriday6:30 AM - 2:00 AMSaturday6:30 AM - 2:00 AMSunday6:30 AM - 2:00 AM Breakfast ends at 6:30 AM Breakfas,https://locations.wendys.com/united-states/nc/charlotte/11640-providence-road,true
Circle K / Wendy's,11640 Providence Road,Special,,,03:00,02:00,,,,,low,Restaurant HoursDay of the WeekHoursMonday6:30 AM - 2:00 AMTuesday6:30 AM - 2:00 AMWednesday6:30 AM - 2:00 AMThursday6:30 AM - 2:00 AMFriday6:30 AM - 2:00 AMSaturday6:30 AM - 2:00 AMSunday6:30 AM - 2:00 AM Breakfast ends at 6:30 AM Breakfas,https://locations.wendys.com/united-states/nc/charlotte/11640-providence-road,true
Cowbell Burger & Whiskey Bar,201 North Tryon Street,Happy Hour,,,,,,,,drinks;happy_hour,low,HAPPY HOUR AT THE BELL!,https://eatmorecowbell.com/,true
Culver's,7031 University City Boulevard,Special,,Sunday,10:00,10:00,,,,,medium,"Charlotte, NC - University City BlvdProudly Owned and Operated By:Jennifer Balaka7031 University City Blvd | Charlotte, NC | (980) 348-7611Get Directions | Find Nearby Culver’sOrder NowCaramel CashewToday’s Flavor of the DaySign up for mont",https://www.culvers.com/restaurants/charlotte-nc-university-city-blvd,true
Culver's,7031 University City Boulevard,Special,,Sunday,,,,,,,medium,"Restaurant CalendarUpcoming FeaturesView Entire MonthToday - Sunday, September 07Flavor of the Day:Caramel CashewAdd to CalendarCulver's of Charlotte, NC - University City Blvd Sunday, September 07Soups: George's® Chili, George's® Chili Sup",https://www.culvers.com/restaurants/charlotte-nc-university-city-blvd,true
Culver's,7031 University City Boulevard,Special,,Sunday,,,,,,,medium,"Today - Sunday, September 07Flavor of the Day:Caramel CashewAdd to CalendarCulver's of Charlotte, NC - University City Blvd Sunday, September 07Soups: George's® Chili, George's® Chili SupremeDaily soups are available while supplies last. To",https://www.culvers.com/restaurants/charlotte-nc-university-city-blvd,true
Culver's,7031 University City Boulevard,Special,,Sunday,,,,,,,medium,"Today - Sunday, September 07Flavor of the Day:Caramel CashewAdd to CalendarCulver's of Charlotte, NC - University City Blvd Sunday, September 07Soups: George's® Chili, George's® Chili SupremeDaily soups are available while supplies last. To",https://www.culvers.com/restaurants/charlotte-nc-university-city-blvd,true
Culver's,7031 University City Boulevard,Special,,Sunday,,,,,,,low,"Today - Sunday, September 07",https://www.culvers.com/restaurants/charlotte-nc-university-city-blvd,true
Da Vinci's Pizza,5700 University Pointe Boulevard,Special,,Monday,00:00,06:00,,,,,low,"Davis Lake ONLINE ORDER University ONLINE ORDER Enjoy delivery orders up to 9:00 pm Monday-Saturday, and 8:00 pm on Sundays. .highend_68bd431a96612{background-color: #386030;margin-bottom:-50px !important;}.highend_68bd431a96612:before,.hig",https://davincispizza.me/,true
Da Vinci's Pizza,5700 University Pointe Boulevard,Special,,Monday,,,,,,,low,"Davis Lake ONLINE ORDER University ONLINE ORDER Enjoy delivery orders up to 9:00 pm Monday-Saturday, and 8:00 pm on Sundays.",https://davincispizza.me/,true
Da Vinci's Pizza,5700 University Pointe Boulevard,Special,,Monday,,,,,,,low,"Enjoy delivery orders up to 9:00 pm Monday-Saturday, and 8:00 pm on Sundays.",https://davincispizza.me/,true
Dave's Hot Chicken,1300 The Plaza,Special,,Monday,11:00,22:00,,,,,low,RESTAURANT HOURS Monday 11:00am - 10:00pm Tuesday 11:00am - 10:00pm Wednesday 11:00am - 10:00pm Thursday 11:00am - 10:00pm Friday 11:00am - 11:00pm Saturday 11:00am - 11:00pm Sunday 11:00am - 9:00pm RESTAURANT AMENITIES TakeoutWifiLate Nigh,https://www.daveshotchicken.com/location/charlotte-nc-plaza-midwood/,true
Dave's Hot Chicken,1300 The Plaza,Special,,Monday,11:00,22:00,,,,,low,RESTAURANT HOURS Monday 11:00am - 10:00pm Tuesday 11:00am - 10:00pm Wednesday 11:00am - 10:00pm Thursday 11:00am - 10:00pm Friday 11:00am - 11:00pm Saturday 11:00am - 11:00pm Sunday 11:00am - 9:00pm,https://www.daveshotchicken.com/location/charlotte-nc-plaza-midwood/,true
Dave's Hot Chicken,1300 The Plaza,Special,,Monday,11:00,22:00,,,,,low,Monday 11:00am - 10:00pm Tuesday 11:00am - 10:00pm Wednesday 11:00am - 10:00pm Thursday 11:00am - 10:00pm Friday 11:00am - 11:00pm Saturday 11:00am - 11:00pm Sunday 11:00am - 9:00pm,https://www.daveshotchicken.com/location/charlotte-nc-plaza-midwood/,true
Dave's Hot Chicken,1300 The Plaza,Special,,Monday,11:00,22:00,,,,,low,Monday 11:00am - 10:00pm,https://www.daveshotchicken.com/location/charlotte-nc-plaza-midwood/,true
Dave's Hot Chicken,1300 The Plaza,Special,,Tuesday,11:00,22:00,,,,,low,Tuesday 11:00am - 10:00pm,https://www.daveshotchicken.com/location/charlotte-nc-plaza-midwood/,true
Domino's,3223 The Plaza,Special,,,,,,,,,low,"Directory/North Carolina/Charlotte/3223 The PlazaDomino's 3223 The Plaza in CharlotteDomino's3223 The Plazain Charlotte 3223 The Plaza Charlotte, NC 28205(704) 375-8794(704) 375-8794Order OnlineDomino's delivers coupons, online-only deals, ",https://pizza.dominos.com/north-carolina/charlotte/3223-the-plaza,true
Domino's,3223 The Plaza,Special,,,,,,,,,low,"Domino's delivers coupons, online-only deals, and local offers through email and text messaging. Sign up today to get these sent straight to your phone or inbox.Sign-up for Domino's Email & Text Offers",https://pizza.dominos.com/north-carolina/charlotte/3223-the-plaza,true
Domino's,3223 The Plaza,Special,,,,,,,,,low,"Domino's delivers coupons, online-only deals, and local offers through email and text messaging. Sign up today to get these sent straight to your phone or inbox.",https://pizza.dominos.com/north-carolina/charlotte/3223-the-plaza,true
Domino's,3223 The Plaza,Special,,,,,5,USD,,pizza,low,"Domino's RewardsJoin Domino's Rewards and get points for every order of $5 or more. Redeem your points for free pizza, bread, drinks, and more exclusive deals and discounts.Earn Free Domino’s",https://pizza.dominos.com/north-carolina/charlotte/3223-the-plaza,true
Domino's,3223 The Plaza,Special,,,,,,,,wings,low,FREQUENTLY ASKED QUESTIONS AT DOMINO'S 3223 The Plaza in CharlotteWhat is the closest Domino's near me?What time does Domino's close?Does Domino's deliver?What deals or specials does Domino's have?How can I order Domino's online?Does Domino,https://pizza.dominos.com/north-carolina/charlotte/3223-the-plaza,true
Domino's,8510 Park Road,Special,,,,,,,,,low,"Directory/North Carolina/Charlotte/8510 Park Rd.Domino's 8510 Park Rd. in CharlotteDomino's8510 Park Rd.in Charlotte 8510 Park Rd. Charlotte, NC 28210(704) 554-5629(704) 554-5629Order OnlineDomino's delivers coupons, online-only deals, and ",https://pizza.dominos.com/north-carolina/charlotte/8510-park-rd,true
Domino's,8510 Park Road,Special,,,,,,,,,low,"Domino's delivers coupons, online-only deals, and local offers through email and text messaging. Sign up today to get these sent straight to your phone or inbox.Sign-up for Domino's Email & Text Offers",https://pizza.dominos.com/north-carolina/charlotte/8510-park-rd,true
Domino's,8510 Park Road,Special,,,,,,,,,low,"Domino's delivers coupons, online-only deals, and local offers through email and text messaging. Sign up today to get these sent straight to your phone or inbox.",https://pizza.dominos.com/north-carolina/charlotte/8510-park-rd,true
Domino's,8510 Park Road,Special,,,,,5,USD,,pizza,low,"Domino's RewardsJoin Domino's Rewards and get points for every order of $5 or more. Redeem your points for free pizza, bread, drinks, and more exclusive deals and discounts.Earn Free Domino’s",https://pizza.dominos.com/north-carolina/charlotte/8510-park-rd,true
Domino's,8510 Park Road,Special,,,,,,,,wings,low,FREQUENTLY ASKED QUESTIONS AT DOMINO'S 8510 Park Rd. in CharlotteWhat is the closest Domino's near me?What time does Domino's close?Does Domino's deliver?What deals or specials does Domino's have?How can I order Domino's online?Does Domino',https://pizza.dominos.com/north-carolina/charlotte/8510-park-rd,true
Domino's,7211 East Independence Boulevard,Special,,,,,,,,,low,"Directory/North Carolina/Charlotte/7211 E Independence Blvd Ste JDomino's 7211 E Independence Blvd Ste J in CharlotteDomino's7211 E Independence Blvd Ste Jin Charlotte 7211 E Independence Blvd Ste J Charlotte, NC 28270(704) 536-6444(704) 53",https://pizza.dominos.com/north-carolina/charlotte/7211-e-independence-blvd-ste-j,true
Domino's,7211 East Independence Boulevard,Special,,,,,,,,,low,"Domino's delivers coupons, online-only deals, and local offers through email and text messaging. Sign up today to get these sent straight to your phone or inbox.Sign-up for Domino's Email & Text Offers",https://pizza.dominos.com/north-carolina/charlotte/7211-e-independence-blvd-ste-j,true
Domino's,7211 East Independence Boulevard,Special,,,,,,,,,low,"Domino's delivers coupons, online-only deals, and local offers through email and text messaging. Sign up today to get these sent straight to your phone or inbox.",https://pizza.dominos.com/north-carolina/charlotte/7211-e-independence-blvd-ste-j,true
Domino's,7211 East Independence Boulevard,Special,,,,,5,USD,,pizza,low,"Domino's RewardsJoin Domino's Rewards and get points for every order of $5 or more. Redeem your points for free pizza, bread, drinks, and more exclusive deals and discounts.Earn Free Domino’s",https://pizza.dominos.com/north-carolina/charlotte/7211-e-independence-blvd-ste-j,true
Domino's,7211 East Independence Boulevard,Special,,,,,,,,wings,low,FREQUENTLY ASKED QUESTIONS AT DOMINO'S 7211 E Independence Blvd Ste J in CharlotteWhat is the closest Domino's near me?What time does Domino's close?Does Domino's deliver?What deals or specials does Domino's have?How can I order Domino's on,https://pizza.dominos.com/north-carolina/charlotte/7211-e-independence-blvd-ste-j,true
Domino's,9107 South Tryon Street,Special,,,,,,,,,low,"Directory/North Carolina/Charlotte/9107-a South Tryon StreetDomino's 9107-A South Tryon Street in CharlotteDomino's9107-A South Tryon Streetin Charlotte 9107-A South Tryon Street Charlotte, NC 28273(704) 588-4182(704) 588-4182Order OnlineDo",https://pizza.dominos.com/north-carolina/charlotte/9107---a-south-tryon-street,true
Domino's,9107 South Tryon Street,Special,,,,,,,,,low,"Domino's delivers coupons, online-only deals, and local offers through email and text messaging. Sign up today to get these sent straight to your phone or inbox.Sign-up for Domino's Email & Text Offers",https://pizza.dominos.com/north-carolina/charlotte/9107---a-south-tryon-street,true
Domino's,9107 South Tryon Street,Special,,,,,,,,,low,"Domino's delivers coupons, online-only deals, and local offers through email and text messaging. Sign up today to get these sent straight to your phone or inbox.",https://pizza.dominos.com/north-carolina/charlotte/9107---a-south-tryon-street,true
Domino's,9107 South Tryon Street,Special,,,,,5,USD,,pizza,low,"Domino's RewardsJoin Domino's Rewards and get points for every order of $5 or more. Redeem your points for free pizza, bread, drinks, and more exclusive deals and discounts.Earn Free Domino’s",https://pizza.dominos.com/north-carolina/charlotte/9107---a-south-tryon-street,true
Domino's,9107 South Tryon Street,Special,,,,,,,,wings,low,FREQUENTLY ASKED QUESTIONS AT DOMINO'S 9107-A South Tryon Street in CharlotteWhat is the closest Domino's near me?What time does Domino's close?Does Domino's deliver?What deals or specials does Domino's have?How can I order Domino's online?,https://pizza.dominos.com/north-carolina/charlotte/9107---a-south-tryon-street,true
Domino's,6420 Rea Road,Special,,,,,,,,,low,"Directory/North Carolina/Charlotte/6420 Rea RdDomino's 6420 Rea Rd in CharlotteDomino's6420 Rea Rdin Charlotte 6420 Rea Rd Charlotte, NC 28277(704) 543-7160(704) 543-7160Order OnlineDomino's delivers coupons, online-only deals, and local of",https://pizza.dominos.com/north-carolina/charlotte/6420-rea-rd,true
Domino's,6420 Rea Road,Special,,,,,,,,,low,"Domino's delivers coupons, online-only deals, and local offers through email and text messaging. Sign up today to get these sent straight to your phone or inbox.Sign-up for Domino's Email & Text Offers",https://pizza.dominos.com/north-carolina/charlotte/6420-rea-rd,true
Domino's,6420 Rea Road,Special,,,,,,,,,low,"Domino's delivers coupons, online-only deals, and local offers through email and text messaging. Sign up today to get these sent straight to your phone or inbox.",https://pizza.dominos.com/north-carolina/charlotte/6420-rea-rd,true
Domino's,6420 Rea Road,Special,,,,,5,USD,,pizza,low,"Domino's RewardsJoin Domino's Rewards and get points for every order of $5 or more. Redeem your points for free pizza, bread, drinks, and more exclusive deals and discounts.Earn Free Domino’s",https://pizza.dominos.com/north-carolina/charlotte/6420-rea-rd,true
Domino's,6420 Rea Road,Special,,,,,,,,wings,low,FREQUENTLY ASKED QUESTIONS AT DOMINO'S 6420 Rea Rd in CharlotteWhat is the closest Domino's near me?What time does Domino's close?Does Domino's deliver?What deals or specials does Domino's have?How can I order Domino's online?Does Domino's ,https://pizza.dominos.com/north-carolina/charlotte/6420-rea-rd,true
Domino's,3716 West Wt Harris Boulevard,Special,,,,,,,,,low,"Directory/North Carolina/Charlotte/3716 W Wt Harris BlvdDomino's 3716 W Wt Harris Blvd in CharlotteDomino's3716 W Wt Harris Blvdin Charlotte 3716 W Wt Harris Blvd Charlotte, NC 28269(704) 598-2230(704) 598-2230Order OnlineDomino's delivers ",https://pizza.dominos.com/north-carolina/charlotte/3716-w-wt-harris-blvd,true
Domino's,3716 West Wt Harris Boulevard,Special,,,,,,,,,low,"Domino's delivers coupons, online-only deals, and local offers through email and text messaging. Sign up today to get these sent straight to your phone or inbox.Sign-up for Domino's Email & Text Offers",https://pizza.dominos.com/north-carolina/charlotte/3716-w-wt-harris-blvd,true
Domino's,3716 West Wt Harris Boulevard,Special,,,,,,,,,low,"Domino's delivers coupons, online-only deals, and local offers through email and text messaging. Sign up today to get these sent straight to your phone or inbox.",https://pizza.dominos.com/north-carolina/charlotte/3716-w-wt-harris-blvd,true
Domino's,3716 West Wt Harris Boulevard,Special,,,,,5,USD,,pizza,low,"Domino's RewardsJoin Domino's Rewards and get points for every order of $5 or more. Redeem your points for free pizza, bread, drinks, and more exclusive deals and discounts.Earn Free Domino’s",https://pizza.dominos.com/north-carolina/charlotte/3716-w-wt-harris-blvd,true
Domino's,3716 West Wt Harris Boulevard,Special,,,,,,,,wings,low,FREQUENTLY ASKED QUESTIONS AT DOMINO'S 3716 W Wt Harris Blvd in CharlotteWhat is the closest Domino's near me?What time does Domino's close?Does Domino's deliver?What deals or specials does Domino's have?How can I order Domino's online?Does,https://pizza.dominos.com/north-carolina/charlotte/3716-w-wt-harris-blvd,true
Domino's,9630 University City Boulevard,Special,,,,,,,,,low,"Directory/North Carolina/Charlotte/9630 University City Blvd Suite FDomino's 9630 University City Blvd Suite F in CharlotteDomino's9630 University City Blvd Suite Fin Charlotte 9630 University City Blvd Suite F Charlotte, NC 28213(704) 596-",https://pizza.dominos.com/north-carolina/charlotte/9630-university-city-blvd-suite-f,true
Domino's,9630 University City Boulevard,Special,,,,,,,,,low,"Domino's delivers coupons, online-only deals, and local offers through email and text messaging. Sign up today to get these sent straight to your phone or inbox.Sign-up for Domino's Email & Text Offers",https://pizza.dominos.com/north-carolina/charlotte/9630-university-city-blvd-suite-f,true
Domino's,9630 University City Boulevard,Special,,,,,,,,,low,"Domino's delivers coupons, online-only deals, and local offers through email and text messaging. Sign up today to get these sent straight to your phone or inbox.",https://pizza.dominos.com/north-carolina/charlotte/9630-university-city-blvd-suite-f,true
Domino's,9630 University City Boulevard,Special,,,,,5,USD,,pizza,low,"Domino's RewardsJoin Domino's Rewards and get points for every order of $5 or more. Redeem your points for free pizza, bread, drinks, and more exclusive deals and discounts.Earn Free Domino’s",https://pizza.dominos.com/north-carolina/charlotte/9630-university-city-blvd-suite-f,true
Domino's,9630 University City Boulevard,Special,,,,,,,,wings,low,FREQUENTLY ASKED QUESTIONS AT DOMINO'S 9630 University City Blvd Suite F in CharlotteWhat is the closest Domino's near me?What time does Domino's close?Does Domino's deliver?What deals or specials does Domino's have?How can I order Domino's,https://pizza.dominos.com/north-carolina/charlotte/9630-university-city-blvd-suite-f,true
Domino's,2801 Freedom Drive,Special,,,,,,,,,low,"Directory/North Carolina/Charlotte/2801 Freedom DrDomino's 2801 Freedom Dr in CharlotteDomino's2801 Freedom Drin Charlotte 2801 Freedom Dr Charlotte, NC 28208(704) 573-4800(704) 573-4800Order OnlineDomino's delivers coupons, online-only dea",https://pizza.dominos.com/north-carolina/charlotte/2801-freedom-dr,true
